landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at,neighborhood,lat,lng
The Durst Organization,11 Grand Central East,11 Grand Central East,"Full Floor Presence. Midtown Views.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Entire 24,7442,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"Built Space. Contiguous Block of Up to 15k SF Available. Arranged Possession. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Entire 23,7442,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"Exposed Brick and Ceilings. Premium Built Space. Available January 2027. Furniture not included, shown for space representation.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Suite 1725,10964,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"New window and perimeter induction units to promote tenant comfort and energy efficiency. Green roofs and exclusive outdoor terraces. LEED GOLD Certification under LEEDv4 Existing Building: Operations. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Partial 17,1781,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"Premium Move-In Ready Office Space. Blended Open and Private Office Layout. Fully Furnished with Knoll Furniture. Sit/Stand Desks. LED Lighting. Fully Wired. (Durst Ready prebuilt). Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Partial Floor 10,7190,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"Up to 100k SF Contiguous Block Available. Ground Floor Private Entrance Available.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Partial 5,100700,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"Up to 100k SF Contiguous Block Available. Ground Floor Private Entrance Available.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Entire 4,100700,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"Up to 100k Contiguous Block Available. Ground Floor Private Entrance Available.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Partial Floor 3,100700,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"Up to 100k Contiguous Block Available. Ground Floor Private Entrance Available.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Partial Floor 2,100700,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,11 Grand Central East,11 Grand Central East,"Prime Corner Retail Location with 45' of Frontage Along Third Avenue. Moments from Grand Central. Ideal for Dry Goods or Food Use with Heavy Office, Hotel, and Residential Foot Traffic.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Retail,Corner Ground Floor Retail,4006,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-20T08:53:18Z,,40.752908,-73.972198
The Durst Organization,5 Grand Central East,5 Grand Central East,"One block from Grand Central Terminal. Renovated lobby includes a new concierge desk and turnstiles. Green roofs and exclusive outdoor terraces.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Entire Floor 25,5719,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"Superb Views of Midtown East. Potential Terrace Opportunity. One block from Grand Central Terminal. Green roofs and exclusive outdoor terraces.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Entire 22,5728,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"Built Space. Office-Intensive Layout. Midtown and East River Views.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Entire Floor 20,7340,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"Built Space. Blended Layout with Perimeter Offices.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial 18,3979,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"Full Floor Presence. Sweeping Midtown Views. Whitebox Pending.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Entire Floor 16,16194,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"Built Corner Unit. Great Light.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial Floor 15,6664,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"One block from Grand Central Terminal. Renovated lobby includes a new concierge desk and turnstiles. Green roofs and exclusive outdoor terraces.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial 14,4767,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"Built Space. Office Intensive Layout. Potential to Combine with Adjacent Suite for 21,977 SF. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial 11,21977,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"Midtown, 42nd Street, and East River Views. Divisions Considered. Potential to Combine with Adjacent Suites for Full Floor.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial Floor 9,13069,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,5 Grand Central East,5 Grand Central East,"One block from Grand Central Terminal. Renovated lobby includes a new concierge desk and turnstiles. Green roofs and exclusive outdoor terraces. LEED Gold certification under LEED v4 Existing Build.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial Floor 7,13742,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-20T08:53:18Z,,40.750253,-73.974423
The Durst Organization,Historic Front Street,1155 Avenue of the Americas 1133 Avenue,"Alternate Dry Good Uses Considered. All Glass Storefront. Four Steps Above Grade. Interior Accentuated with Historical. Detailing and Materials. 25' of Frontage. 16' Ceilings.. Historic Front Street is an award-winning restoration of 11 landmarked buildings and the design and construction of three new buildings. Comprising nearly an entire city block on Front Street between Beekman Street and Peck Slip in the South Street Seaport Historic District, the properties include 95 residential rental units and 15 street level retail stores. The restoration and revitalization of Historic Front Street respects the character, scale and history of the area while becoming an important part of a revitalized 24/7 downtown that has seen extraordinary growth over the last decade. Lower Manhattan is now one of New York’s most desirable residential neighborhoods with a vibrant mix of housing, shopping, parks and cultural attractions. The addition of the Fulton Street Transit Center and World Trade Center Transit Hub makes Historic Front Street one of the most accessible areas in the City. Awards AIA National Housing Award, Multifamily Housing, 2008 Honor Award for Housing Design, AIA-NY/Boston Society of Architects, 2006 MASterworks Award for Best Residential Construction, Municipal Art Society, 2006 Lucy G. Moses Preservation Award, New York Landmarks Conservancy, 2006 Cha",Retail,220 Front Street,800,Upon Request,Inquiry form,,,,https://www.durst.org/properties/historic-front-street,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,Historic Front Street,1155 Avenue of the Americas 1133 Avenue,"Fully Built, Double Storefront Restaurant. Dining, Private Dining, Enclosed Patio, and Two Bar Spaces. Substantially Equipped Commercial Kitchen. 52' of Frontage.. Historic Front Street is an award-winning restoration of 11 landmarked buildings and the design and construction of three new buildings. Comprising nearly an entire city block on Front Street between Beekman Street and Peck Slip in the South Street Seaport Historic District, the properties include 95 residential rental units and 15 street level retail stores. The restoration and revitalization of Historic Front Street respects the character, scale and history of the area while becoming an important part of a revitalized 24/7 downtown that has seen extraordinary growth over the last decade. Lower Manhattan is now one of New York’s most desirable residential neighborhoods with a vibrant mix of housing, shopping, parks and cultural attractions. The addition of the Fulton Street Transit Center and World Trade Center Transit Hub makes Historic Front Street one of the most accessible areas in the City. Awards AIA National Housing Award, Multifamily Housing, 2008 Honor Award for Housing Design, AIA-NY/Boston Society of Architects, 2006 MASterworks Award for Best Residential Construction, Municipal Art Society, 2006 Lucy G. Moses Preservation Award, New York Landmarks Conservancy, 2006 Cha",Retail,227 Front Street,2824,Upon Request,Inquiry form,,,,https://www.durst.org/properties/historic-front-street,2026-07-20T08:53:18Z,,40.756678,-73.983372
The Durst Organization,Historic Front Street,1155 Avenue of the Americas 1133 Avenue,"Opportunity For a Superb Restaurant Buildout. Fully Equipped and Vented Commercial Kitchen. Currently Planned With Central Bar and Peripheral Dining. 27' of Frontage.. Historic Front Street is an award-winning restoration of 11 landmarked buildings and the design and construction of three new buildings. Comprising nearly an entire city block on Front Street between Beekman Street and Peck Slip in the South Street Seaport Historic District, the properties include 95 residential rental units and 15 street level retail stores. The restoration and revitalization of Historic Front Street respects the character, scale and history of the area while becoming an important part of a revitalized 24/7 downtown that has seen extraordinary growth over the last decade. Lower Manhattan is now one of New York’s most desirable residential neighborhoods with a vibrant mix of housing, shopping, parks and cultural attractions. The addition of the Fulton Street Transit Center and World Trade Center Transit Hub makes Historic Front Street one of the most accessible areas in the City. Awards AIA National Housing Award, Multifamily Housing, 2008 Honor Award for Housing Design, AIA-NY/Boston Society of Architects, 2006 MASterworks Award for Best Residential Construction, Municipal Art Society, 2006 Lucy G. Moses Preservation Award, New York Landmarks Conservancy, 2006 Cha",Retail,229 Front Street,1881,Upon Request,Inquiry form,,,,https://www.durst.org/properties/historic-front-street,2026-07-20T08:53:18Z,,40.756678,-73.983372
