landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at
GFP Real Estate,"45-18 Court Square, Long Island City","45-18 Court Square, Long Island City","The Project is located in the Long Island City neighborhood of Queens, New York. Upon completion, 45-18 Court Square will be a 266,791 square foot, Class A life science building designed to serve the needs of the rapidly growing life science sector.  The redeveloped Property’s six contiguous floors will allow the flexibility to program and accommodate multiple life science tenants on each floor and will feature an amenity package, including a grab-and- go café, flexible collaboration and meeting spaces, indoor bike storage, and 24/7 security. All-new critical life sciences systems, building systems (HVAC, electrical and plumbing), elevators, bathrooms, lobby and full suite of amenities will make the Project a best-in-class purpose-built lab building in New York City. The Property has incredible access to public transportation, positioned directly adjacent to seven subway lines and a short walk from the Long Island Railroad. Scientists commuting from the Westchester, New Jersey, and Long Island suburbs arrive at the Property via a direct 10- and 20-minute subway ride from Grand Central and Penn Station, respectively. Long Island City is especially well located in relation to the life science institutions concentrated on the east side of Manhattan and the Cornell Tech Campus on Roosevelt Island.",Life Science,Floor 6,46179,Upon request,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/45-18-court-square-long-island-city,2026-07-20T21:41:55+00:00
GFP Real Estate,"45-18 Court Square, Long Island City","45-18 Court Square, Long Island City","The Project is located in the Long Island City neighborhood of Queens, New York. Upon completion, 45-18 Court Square will be a 266,791 square foot, Class A life science building designed to serve the needs of the rapidly growing life science sector.  The redeveloped Property’s six contiguous floors will allow the flexibility to program and accommodate multiple life science tenants on each floor and will feature an amenity package, including a grab-and- go café, flexible collaboration and meeting spaces, indoor bike storage, and 24/7 security. All-new critical life sciences systems, building systems (HVAC, electrical and plumbing), elevators, bathrooms, lobby and full suite of amenities will make the Project a best-in-class purpose-built lab building in New York City. The Property has incredible access to public transportation, positioned directly adjacent to seven subway lines and a short walk from the Long Island Railroad. Scientists commuting from the Westchester, New Jersey, and Long Island suburbs arrive at the Property via a direct 10- and 20-minute subway ride from Grand Central and Penn Station, respectively. Long Island City is especially well located in relation to the life science institutions concentrated on the east side of Manhattan and the Cornell Tech Campus on Roosevelt Island.",Life Science,Floor 5,46179,Leased,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/45-18-court-square-long-island-city,2026-07-20T21:41:55+00:00
GFP Real Estate,"45-18 Court Square, Long Island City","45-18 Court Square, Long Island City","The Project is located in the Long Island City neighborhood of Queens, New York. Upon completion, 45-18 Court Square will be a 266,791 square foot, Class A life science building designed to serve the needs of the rapidly growing life science sector.  The redeveloped Property’s six contiguous floors will allow the flexibility to program and accommodate multiple life science tenants on each floor and will feature an amenity package, including a grab-and- go café, flexible collaboration and meeting spaces, indoor bike storage, and 24/7 security. All-new critical life sciences systems, building systems (HVAC, electrical and plumbing), elevators, bathrooms, lobby and full suite of amenities will make the Project a best-in-class purpose-built lab building in New York City. The Property has incredible access to public transportation, positioned directly adjacent to seven subway lines and a short walk from the Long Island Railroad. Scientists commuting from the Westchester, New Jersey, and Long Island suburbs arrive at the Property via a direct 10- and 20-minute subway ride from Grand Central and Penn Station, respectively. Long Island City is especially well located in relation to the life science institutions concentrated on the east side of Manhattan and the Cornell Tech Campus on Roosevelt Island.",Life Science,Floor 4,46179,Leased,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/45-18-court-square-long-island-city,2026-07-20T21:41:55+00:00
GFP Real Estate,"45-18 Court Square, Long Island City","45-18 Court Square, Long Island City","The Project is located in the Long Island City neighborhood of Queens, New York. Upon completion, 45-18 Court Square will be a 266,791 square foot, Class A life science building designed to serve the needs of the rapidly growing life science sector.  The redeveloped Property’s six contiguous floors will allow the flexibility to program and accommodate multiple life science tenants on each floor and will feature an amenity package, including a grab-and- go café, flexible collaboration and meeting spaces, indoor bike storage, and 24/7 security. All-new critical life sciences systems, building systems (HVAC, electrical and plumbing), elevators, bathrooms, lobby and full suite of amenities will make the Project a best-in-class purpose-built lab building in New York City. The Property has incredible access to public transportation, positioned directly adjacent to seven subway lines and a short walk from the Long Island Railroad. Scientists commuting from the Westchester, New Jersey, and Long Island suburbs arrive at the Property via a direct 10- and 20-minute subway ride from Grand Central and Penn Station, respectively. Long Island City is especially well located in relation to the life science institutions concentrated on the east side of Manhattan and the Cornell Tech Campus on Roosevelt Island.",Life Science,Floor 3,46179,Leased,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/45-18-court-square-long-island-city,2026-07-20T21:41:55+00:00
GFP Real Estate,"45-18 Court Square, Long Island City","45-18 Court Square, Long Island City","The Project is located in the Long Island City neighborhood of Queens, New York. Upon completion, 45-18 Court Square will be a 266,791 square foot, Class A life science building designed to serve the needs of the rapidly growing life science sector.  The redeveloped Property’s six contiguous floors will allow the flexibility to program and accommodate multiple life science tenants on each floor and will feature an amenity package, including a grab-and- go café, flexible collaboration and meeting spaces, indoor bike storage, and 24/7 security. All-new critical life sciences systems, building systems (HVAC, electrical and plumbing), elevators, bathrooms, lobby and full suite of amenities will make the Project a best-in-class purpose-built lab building in New York City. The Property has incredible access to public transportation, positioned directly adjacent to seven subway lines and a short walk from the Long Island Railroad. Scientists commuting from the Westchester, New Jersey, and Long Island suburbs arrive at the Property via a direct 10- and 20-minute subway ride from Grand Central and Penn Station, respectively. Long Island City is especially well located in relation to the life science institutions concentrated on the east side of Manhattan and the Cornell Tech Campus on Roosevelt Island.",Life Science,Floor 2,47791,Leased,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/45-18-court-square-long-island-city,2026-07-20T21:41:55+00:00
GFP Real Estate,"45-18 Court Square, Long Island City","45-18 Court Square, Long Island City","The Project is located in the Long Island City neighborhood of Queens, New York. Upon completion, 45-18 Court Square will be a 266,791 square foot, Class A life science building designed to serve the needs of the rapidly growing life science sector.  The redeveloped Property’s six contiguous floors will allow the flexibility to program and accommodate multiple life science tenants on each floor and will feature an amenity package, including a grab-and- go café, flexible collaboration and meeting spaces, indoor bike storage, and 24/7 security. All-new critical life sciences systems, building systems (HVAC, electrical and plumbing), elevators, bathrooms, lobby and full suite of amenities will make the Project a best-in-class purpose-built lab building in New York City. The Property has incredible access to public transportation, positioned directly adjacent to seven subway lines and a short walk from the Long Island Railroad. Scientists commuting from the Westchester, New Jersey, and Long Island suburbs arrive at the Property via a direct 10- and 20-minute subway ride from Grand Central and Penn Station, respectively. Long Island City is especially well located in relation to the life science institutions concentrated on the east side of Manhattan and the Cornell Tech Campus on Roosevelt Island.",Life Science,Floor 1,30380,Upon request,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/45-18-court-square-long-island-city,2026-07-20T21:41:55+00:00
GFP Real Estate,"45-18 Court Square, Long Island City","45-18 Court Square, Long Island City","The Project is located in the Long Island City neighborhood of Queens, New York. Upon completion, 45-18 Court Square will be a 266,791 square foot, Class A life science building designed to serve the needs of the rapidly growing life science sector.  The redeveloped Property’s six contiguous floors will allow the flexibility to program and accommodate multiple life science tenants on each floor and will feature an amenity package, including a grab-and- go café, flexible collaboration and meeting spaces, indoor bike storage, and 24/7 security. All-new critical life sciences systems, building systems (HVAC, electrical and plumbing), elevators, bathrooms, lobby and full suite of amenities will make the Project a best-in-class purpose-built lab building in New York City. The Property has incredible access to public transportation, positioned directly adjacent to seven subway lines and a short walk from the Long Island Railroad. Scientists commuting from the Westchester, New Jersey, and Long Island suburbs arrive at the Property via a direct 10- and 20-minute subway ride from Grand Central and Penn Station, respectively. Long Island City is especially well located in relation to the life science institutions concentrated on the east side of Manhattan and the Cornell Tech Campus on Roosevelt Island.",Life Science,Basement,3904,Upon request,Asset / Leasing Manager,Alphie Toro,atoro@gfpre.com,(212) 372.2183,https://www.gfpre.com/properties/45-18-court-square-long-island-city,2026-07-20T21:41:55+00:00
GFP Real Estate,200 Varick Street,200 Varick Street,"200 Varick Street was built in 1927 and designed by architect Frank S. Parker, it is a 12-story, 490,000 square foot office building. This Art Deco building is situated on Varick Street between West Houston and King Streets, at the heart of Manhattan's Hudson Square. The building’s elevators feature a brand new state-of-the-art lobby boost system, which increases efficiency and reduces wait times serving its large, efficient floor plates. With gigantic windows on four sides, interiors are flooded with an abundance of natural light. The building's ground floor features retail tenants such as B.J. Magazines, Chipotle, Chop't Salad, Gregorys Coffee, Fedex, the Film Forum, and iconic SOB's Dinner Club. The building contains the offices for AHRC New York City and the Omnicom Group. With access to the 1 train at the building's doorstep, the C and E trains are also available at nearby Spring Street. Only a block away, Port Sa'id proves a popular after work hangout. On the cusp of the West Village and adjacent to Soho, there is an an array of prime dining and retail options only minutes away.",Office,P 5th Floor - Suite 507,2345,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/200-varick-street,2026-07-20T21:41:58+00:00
GFP Real Estate,200 Varick Street,200 Varick Street,"200 Varick Street was built in 1927 and designed by architect Frank S. Parker, it is a 12-story, 490,000 square foot office building. This Art Deco building is situated on Varick Street between West Houston and King Streets, at the heart of Manhattan's Hudson Square. The building’s elevators feature a brand new state-of-the-art lobby boost system, which increases efficiency and reduces wait times serving its large, efficient floor plates. With gigantic windows on four sides, interiors are flooded with an abundance of natural light. The building's ground floor features retail tenants such as B.J. Magazines, Chipotle, Chop't Salad, Gregorys Coffee, Fedex, the Film Forum, and iconic SOB's Dinner Club. The building contains the offices for AHRC New York City and the Omnicom Group. With access to the 1 train at the building's doorstep, the C and E trains are also available at nearby Spring Street. Only a block away, Port Sa'id proves a popular after work hangout. On the cusp of the West Village and adjacent to Soho, there is an an array of prime dining and retail options only minutes away.",Office,P 5th Floor Suite 503,9764,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/200-varick-street,2026-07-20T21:41:58+00:00
GFP Real Estate,200 Varick Street,200 Varick Street,"200 Varick Street was built in 1927 and designed by architect Frank S. Parker, it is a 12-story, 490,000 square foot office building. This Art Deco building is situated on Varick Street between West Houston and King Streets, at the heart of Manhattan's Hudson Square. The building’s elevators feature a brand new state-of-the-art lobby boost system, which increases efficiency and reduces wait times serving its large, efficient floor plates. With gigantic windows on four sides, interiors are flooded with an abundance of natural light. The building's ground floor features retail tenants such as B.J. Magazines, Chipotle, Chop't Salad, Gregorys Coffee, Fedex, the Film Forum, and iconic SOB's Dinner Club. The building contains the offices for AHRC New York City and the Omnicom Group. With access to the 1 train at the building's doorstep, the C and E trains are also available at nearby Spring Street. Only a block away, Port Sa'id proves a popular after work hangout. On the cusp of the West Village and adjacent to Soho, there is an an array of prime dining and retail options only minutes away.",Office,Entire 4th Floor,42850,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/200-varick-street,2026-07-20T21:41:58+00:00
GFP Real Estate,200 Varick Street,200 Varick Street,"200 Varick Street was built in 1927 and designed by architect Frank S. Parker, it is a 12-story, 490,000 square foot office building. This Art Deco building is situated on Varick Street between West Houston and King Streets, at the heart of Manhattan's Hudson Square. The building’s elevators feature a brand new state-of-the-art lobby boost system, which increases efficiency and reduces wait times serving its large, efficient floor plates. With gigantic windows on four sides, interiors are flooded with an abundance of natural light. The building's ground floor features retail tenants such as B.J. Magazines, Chipotle, Chop't Salad, Gregorys Coffee, Fedex, the Film Forum, and iconic SOB's Dinner Club. The building contains the offices for AHRC New York City and the Omnicom Group. With access to the 1 train at the building's doorstep, the C and E trains are also available at nearby Spring Street. Only a block away, Port Sa'id proves a popular after work hangout. On the cusp of the West Village and adjacent to Soho, there is an an array of prime dining and retail options only minutes away.",Office,P 5th Floor Suite 514,10173,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/200-varick-street,2026-07-20T21:41:58+00:00
GFP Real Estate,200 Varick Street,200 Varick Street,"200 Varick Street was built in 1927 and designed by architect Frank S. Parker, it is a 12-story, 490,000 square foot office building. This Art Deco building is situated on Varick Street between West Houston and King Streets, at the heart of Manhattan's Hudson Square. The building’s elevators feature a brand new state-of-the-art lobby boost system, which increases efficiency and reduces wait times serving its large, efficient floor plates. With gigantic windows on four sides, interiors are flooded with an abundance of natural light. The building's ground floor features retail tenants such as B.J. Magazines, Chipotle, Chop't Salad, Gregorys Coffee, Fedex, the Film Forum, and iconic SOB's Dinner Club. The building contains the offices for AHRC New York City and the Omnicom Group. With access to the 1 train at the building's doorstep, the C and E trains are also available at nearby Spring Street. Only a block away, Port Sa'id proves a popular after work hangout. On the cusp of the West Village and adjacent to Soho, there is an an array of prime dining and retail options only minutes away.",Office,P 10th,14925,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/200-varick-street,2026-07-20T21:41:58+00:00
GFP Real Estate,200 Varick Street,200 Varick Street,"200 Varick Street was built in 1927 and designed by architect Frank S. Parker, it is a 12-story, 490,000 square foot office building. This Art Deco building is situated on Varick Street between West Houston and King Streets, at the heart of Manhattan's Hudson Square. The building’s elevators feature a brand new state-of-the-art lobby boost system, which increases efficiency and reduces wait times serving its large, efficient floor plates. With gigantic windows on four sides, interiors are flooded with an abundance of natural light. The building's ground floor features retail tenants such as B.J. Magazines, Chipotle, Chop't Salad, Gregorys Coffee, Fedex, the Film Forum, and iconic SOB's Dinner Club. The building contains the offices for AHRC New York City and the Omnicom Group. With access to the 1 train at the building's doorstep, the C and E trains are also available at nearby Spring Street. Only a block away, Port Sa'id proves a popular after work hangout. On the cusp of the West Village and adjacent to Soho, there is an an array of prime dining and retail options only minutes away.",Office,11th Floor,40259,Upon Request,Asset / Leasing Manager,Neith Stone,nstone@gfpre.com,(917) 854.5116,https://www.gfpre.com/properties/200-varick-street,2026-07-20T21:41:58+00:00
GFP Real Estate,520 Eighth Avenue,520 Eighth Avenue,"520 Eighth Avenue was constructed in 1926 by the architects Schwartz & Gross, the building reflects neoclassical and early-20th century architectural styles prominent of that period. The address is comprised of three separate buildings that occupy the entire eastern portion of Eighth Avenue from 36th to 37th Streets. This high-rise building which encompasses more than 860,000 square feet, is home to large, medium and small tenants alike. With its expansive renovated lobby, modernized elevators and efficient floor plates, the building makes for an ideal home for all tenants. Abundant windows on every floor flood tenant's spaces with natural light and provide exceptional city views. A robust and dedicated on-site building management team handles tenant's day-to-day needs with the building annually awarded an Energy Star label for its operating efficiency. Situated in the historic garment district, the area offers an array of dining and retail options including Gregory's Coffee or The Houndstooth Pub located at the base of the building. Only a few blocks from Penn Station, The Moynihan Train Hall and Port Authority, commuting is made easy with access to A,C,E,1,2 and 3 trains, the NJ Transit, LIRR and Amtrak regional trains.",Office,P 12th Floor - 1200,3700,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/520-eighth-avenue,2026-07-20T21:42:00+00:00
GFP Real Estate,520 Eighth Avenue,520 Eighth Avenue,"520 Eighth Avenue was constructed in 1926 by the architects Schwartz & Gross, the building reflects neoclassical and early-20th century architectural styles prominent of that period. The address is comprised of three separate buildings that occupy the entire eastern portion of Eighth Avenue from 36th to 37th Streets. This high-rise building which encompasses more than 860,000 square feet, is home to large, medium and small tenants alike. With its expansive renovated lobby, modernized elevators and efficient floor plates, the building makes for an ideal home for all tenants. Abundant windows on every floor flood tenant's spaces with natural light and provide exceptional city views. A robust and dedicated on-site building management team handles tenant's day-to-day needs with the building annually awarded an Energy Star label for its operating efficiency. Situated in the historic garment district, the area offers an array of dining and retail options including Gregory's Coffee or The Houndstooth Pub located at the base of the building. Only a few blocks from Penn Station, The Moynihan Train Hall and Port Authority, commuting is made easy with access to A,C,E,1,2 and 3 trains, the NJ Transit, LIRR and Amtrak regional trains.",Office,P 2nd Floor - 200,12769,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/520-eighth-avenue,2026-07-20T21:42:00+00:00
GFP Real Estate,520 Eighth Avenue,520 Eighth Avenue,"520 Eighth Avenue was constructed in 1926 by the architects Schwartz & Gross, the building reflects neoclassical and early-20th century architectural styles prominent of that period. The address is comprised of three separate buildings that occupy the entire eastern portion of Eighth Avenue from 36th to 37th Streets. This high-rise building which encompasses more than 860,000 square feet, is home to large, medium and small tenants alike. With its expansive renovated lobby, modernized elevators and efficient floor plates, the building makes for an ideal home for all tenants. Abundant windows on every floor flood tenant's spaces with natural light and provide exceptional city views. A robust and dedicated on-site building management team handles tenant's day-to-day needs with the building annually awarded an Energy Star label for its operating efficiency. Situated in the historic garment district, the area offers an array of dining and retail options including Gregory's Coffee or The Houndstooth Pub located at the base of the building. Only a few blocks from Penn Station, The Moynihan Train Hall and Port Authority, commuting is made easy with access to A,C,E,1,2 and 3 trains, the NJ Transit, LIRR and Amtrak regional trains.",Office,P 6th Floor - 600,20600,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/520-eighth-avenue,2026-07-20T21:42:00+00:00
GFP Real Estate,520 Eighth Avenue,520 Eighth Avenue,"520 Eighth Avenue was constructed in 1926 by the architects Schwartz & Gross, the building reflects neoclassical and early-20th century architectural styles prominent of that period. The address is comprised of three separate buildings that occupy the entire eastern portion of Eighth Avenue from 36th to 37th Streets. This high-rise building which encompasses more than 860,000 square feet, is home to large, medium and small tenants alike. With its expansive renovated lobby, modernized elevators and efficient floor plates, the building makes for an ideal home for all tenants. Abundant windows on every floor flood tenant's spaces with natural light and provide exceptional city views. A robust and dedicated on-site building management team handles tenant's day-to-day needs with the building annually awarded an Energy Star label for its operating efficiency. Situated in the historic garment district, the area offers an array of dining and retail options including Gregory's Coffee or The Houndstooth Pub located at the base of the building. Only a few blocks from Penn Station, The Moynihan Train Hall and Port Authority, commuting is made easy with access to A,C,E,1,2 and 3 trains, the NJ Transit, LIRR and Amtrak regional trains.",Office,P 20th Floor - 2003,3924,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/520-eighth-avenue,2026-07-20T21:42:00+00:00
GFP Real Estate,520 Eighth Avenue,520 Eighth Avenue,"520 Eighth Avenue was constructed in 1926 by the architects Schwartz & Gross, the building reflects neoclassical and early-20th century architectural styles prominent of that period. The address is comprised of three separate buildings that occupy the entire eastern portion of Eighth Avenue from 36th to 37th Streets. This high-rise building which encompasses more than 860,000 square feet, is home to large, medium and small tenants alike. With its expansive renovated lobby, modernized elevators and efficient floor plates, the building makes for an ideal home for all tenants. Abundant windows on every floor flood tenant's spaces with natural light and provide exceptional city views. A robust and dedicated on-site building management team handles tenant's day-to-day needs with the building annually awarded an Energy Star label for its operating efficiency. Situated in the historic garment district, the area offers an array of dining and retail options including Gregory's Coffee or The Houndstooth Pub located at the base of the building. Only a few blocks from Penn Station, The Moynihan Train Hall and Port Authority, commuting is made easy with access to A,C,E,1,2 and 3 trains, the NJ Transit, LIRR and Amtrak regional trains.",Office,P 22nd Floor - 2204,2931,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/520-eighth-avenue,2026-07-20T21:42:00+00:00
GFP Real Estate,520 Eighth Avenue,520 Eighth Avenue,"520 Eighth Avenue was constructed in 1926 by the architects Schwartz & Gross, the building reflects neoclassical and early-20th century architectural styles prominent of that period. The address is comprised of three separate buildings that occupy the entire eastern portion of Eighth Avenue from 36th to 37th Streets. This high-rise building which encompasses more than 860,000 square feet, is home to large, medium and small tenants alike. With its expansive renovated lobby, modernized elevators and efficient floor plates, the building makes for an ideal home for all tenants. Abundant windows on every floor flood tenant's spaces with natural light and provide exceptional city views. A robust and dedicated on-site building management team handles tenant's day-to-day needs with the building annually awarded an Energy Star label for its operating efficiency. Situated in the historic garment district, the area offers an array of dining and retail options including Gregory's Coffee or The Houndstooth Pub located at the base of the building. Only a few blocks from Penn Station, The Moynihan Train Hall and Port Authority, commuting is made easy with access to A,C,E,1,2 and 3 trains, the NJ Transit, LIRR and Amtrak regional trains.",Office,P 22nd Floor - 2205,2850,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/520-eighth-avenue,2026-07-20T21:42:00+00:00
GFP Real Estate,630 Ninth Avenue - Film Center,630 Ninth Avenue - Film Center,"630 Ninth Avenue, also known as the Film Center Building, is a 13-story office building that once only catered to businesses involved in film, theater and music. It was completed in 1929 by the world renowned architect Ely Khan. Its landmarked Art Deco-styled lobby shows Pre-Columbian influences and is notable for its bold and varied colors. The building's restrooms were renovated in 2016 and the corridors were renovated in 2017 along with the addition of a class-E fire system. Additionally in 2017, windows were added to the entire eastern side of the building between the 7th-14th floor and 25,000 square feet of obsolete film storage vaults were converted into new office space. Located in the vibrant Hell's Kitchen neighborhood, moments from the Theater District, there are numerous amenities close by including a variety of dining options all along Ninth Avenue. Access to the Port Authority Bus Terminal, The NY Waterway Ferry, and the Lincoln Tunnel, as well as access to multiple subway lines is just a short walk away providing commuters with an easy way to and from the building.",Office,P 11th Floor - 1104,1230,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/630-ninth-avenue,2026-07-20T21:42:03+00:00
GFP Real Estate,630 Ninth Avenue - Film Center,630 Ninth Avenue - Film Center,"630 Ninth Avenue, also known as the Film Center Building, is a 13-story office building that once only catered to businesses involved in film, theater and music. It was completed in 1929 by the world renowned architect Ely Khan. Its landmarked Art Deco-styled lobby shows Pre-Columbian influences and is notable for its bold and varied colors. The building's restrooms were renovated in 2016 and the corridors were renovated in 2017 along with the addition of a class-E fire system. Additionally in 2017, windows were added to the entire eastern side of the building between the 7th-14th floor and 25,000 square feet of obsolete film storage vaults were converted into new office space. Located in the vibrant Hell's Kitchen neighborhood, moments from the Theater District, there are numerous amenities close by including a variety of dining options all along Ninth Avenue. Access to the Port Authority Bus Terminal, The NY Waterway Ferry, and the Lincoln Tunnel, as well as access to multiple subway lines is just a short walk away providing commuters with an easy way to and from the building.",Office,P 14th Floor - 1408,2360,$45.00 PSF,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/630-ninth-avenue,2026-07-20T21:42:03+00:00
GFP Real Estate,630 Ninth Avenue - Film Center,630 Ninth Avenue - Film Center,"630 Ninth Avenue, also known as the Film Center Building, is a 13-story office building that once only catered to businesses involved in film, theater and music. It was completed in 1929 by the world renowned architect Ely Khan. Its landmarked Art Deco-styled lobby shows Pre-Columbian influences and is notable for its bold and varied colors. The building's restrooms were renovated in 2016 and the corridors were renovated in 2017 along with the addition of a class-E fire system. Additionally in 2017, windows were added to the entire eastern side of the building between the 7th-14th floor and 25,000 square feet of obsolete film storage vaults were converted into new office space. Located in the vibrant Hell's Kitchen neighborhood, moments from the Theater District, there are numerous amenities close by including a variety of dining options all along Ninth Avenue. Access to the Port Authority Bus Terminal, The NY Waterway Ferry, and the Lincoln Tunnel, as well as access to multiple subway lines is just a short walk away providing commuters with an easy way to and from the building.",Office,P 3rd Floor - 301,3028,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/630-ninth-avenue,2026-07-20T21:42:03+00:00
GFP Real Estate,630 Ninth Avenue - Film Center,630 Ninth Avenue - Film Center,"630 Ninth Avenue, also known as the Film Center Building, is a 13-story office building that once only catered to businesses involved in film, theater and music. It was completed in 1929 by the world renowned architect Ely Khan. Its landmarked Art Deco-styled lobby shows Pre-Columbian influences and is notable for its bold and varied colors. The building's restrooms were renovated in 2016 and the corridors were renovated in 2017 along with the addition of a class-E fire system. Additionally in 2017, windows were added to the entire eastern side of the building between the 7th-14th floor and 25,000 square feet of obsolete film storage vaults were converted into new office space. Located in the vibrant Hell's Kitchen neighborhood, moments from the Theater District, there are numerous amenities close by including a variety of dining options all along Ninth Avenue. Access to the Port Authority Bus Terminal, The NY Waterway Ferry, and the Lincoln Tunnel, as well as access to multiple subway lines is just a short walk away providing commuters with an easy way to and from the building.",Office,P 3rd Floor - 302,3034,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/630-ninth-avenue,2026-07-20T21:42:03+00:00
GFP Real Estate,630 Ninth Avenue - Film Center,630 Ninth Avenue - Film Center,"630 Ninth Avenue, also known as the Film Center Building, is a 13-story office building that once only catered to businesses involved in film, theater and music. It was completed in 1929 by the world renowned architect Ely Khan. Its landmarked Art Deco-styled lobby shows Pre-Columbian influences and is notable for its bold and varied colors. The building's restrooms were renovated in 2016 and the corridors were renovated in 2017 along with the addition of a class-E fire system. Additionally in 2017, windows were added to the entire eastern side of the building between the 7th-14th floor and 25,000 square feet of obsolete film storage vaults were converted into new office space. Located in the vibrant Hell's Kitchen neighborhood, moments from the Theater District, there are numerous amenities close by including a variety of dining options all along Ninth Avenue. Access to the Port Authority Bus Terminal, The NY Waterway Ferry, and the Lincoln Tunnel, as well as access to multiple subway lines is just a short walk away providing commuters with an easy way to and from the building.",Office,P 6th Floor - 608,1825,$45.00 PSF,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/630-ninth-avenue,2026-07-20T21:42:03+00:00
GFP Real Estate,630 Ninth Avenue - Film Center,630 Ninth Avenue - Film Center,"630 Ninth Avenue, also known as the Film Center Building, is a 13-story office building that once only catered to businesses involved in film, theater and music. It was completed in 1929 by the world renowned architect Ely Khan. Its landmarked Art Deco-styled lobby shows Pre-Columbian influences and is notable for its bold and varied colors. The building's restrooms were renovated in 2016 and the corridors were renovated in 2017 along with the addition of a class-E fire system. Additionally in 2017, windows were added to the entire eastern side of the building between the 7th-14th floor and 25,000 square feet of obsolete film storage vaults were converted into new office space. Located in the vibrant Hell's Kitchen neighborhood, moments from the Theater District, there are numerous amenities close by including a variety of dining options all along Ninth Avenue. Access to the Port Authority Bus Terminal, The NY Waterway Ferry, and the Lincoln Tunnel, as well as access to multiple subway lines is just a short walk away providing commuters with an easy way to and from the building.",Office,P 6th Floor - 601,3205,Upon Request,Asset / Leasing Manager,Matthew Mandell,mmandell@gfpre.com,(212) 609.8050,https://www.gfpre.com/properties/630-ninth-avenue,2026-07-20T21:42:03+00:00
GFP Real Estate,515 Madison Avenue,515 Madison Avenue,"515 Madison Avenue, also known as the DuMont Building, is a 532-foot high, 42-story building at 53rd Street and Madison Avenue in Manhattan's Plaza District. The building was built in Art Deco and neo-Gothic style by John H. Carpenter in 1932. One of the building’s most distinctive features is a broadcasting antenna that traces back to the building’s role in the first television broadcasts of Allen B. DuMont's experimental television station W2XWV in 1938. This Class A building's careful restoration of its renovated entrance and lobby in 2009 kept its beautiful architectural elements intact yet modernized for today's tenants. Located just south of Central Park, this area is home to landmarks such as the New York City Center for performing arts, Carnegie Hall and Rockefeller Center. This prime location provides access to a multitude of amenities, with a variety of dining options and world-renowned retail along Fifth Avenue. With the E and M trains located in the building, the 6 train only a block away, and a multitude of other subways lines nearby, commuting has never been easier.",Office,P 38th Floor-3800A,2238,Upon request,Asset / Leasing Manager,Martin McGrath,mmcgrath@gfpre.com,(212) 688.4730,https://www.gfpre.com/properties/515-madison-avenue,2026-07-20T21:42:05+00:00
