landlord,building_name,address,description,space_type,floor_suite,size_sqft,rent,contact_role,contact_name,contact_email,contact_phone,source_url,scraped_at,neighborhood,lat,lng,image_url,slug,addr_key,year_built,floors,bldg_class,borough,building_use,rent_psf,is_available,fit_condition
The Durst Organization,11 Grand Central East,733 3rd Avenue,"Up to 100k SF Contiguous Block Available. Ground Floor Private Entrance Available.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Partial 5,100700.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-21T17:55:45Z,,40.752908,-73.972198,https://cdn.production.durst.org/uploads/properties/8/availabilities_thumbnail/23-07-19-Durst-HEROS-733_Frechette_0618_RT02__1_.jpg,11-grand-central-east,11 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,11 Grand Central East,733 3rd Avenue,"Up to 100k SF Contiguous Block Available. Ground Floor Private Entrance Available.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Entire 4,100700.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-21T17:55:45Z,,40.752908,-73.972198,https://cdn.production.durst.org/uploads/properties/8/availabilities_thumbnail/23-07-19-Durst-HEROS-733_Frechette_0618_RT02__1_.jpg,11-grand-central-east,11 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,11 Grand Central East,733 3rd Avenue,"Up to 100k Contiguous Block Available. Ground Floor Private Entrance Available.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Partial Floor 3,100700.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-21T17:55:45Z,,40.752908,-73.972198,https://cdn.production.durst.org/uploads/properties/8/availabilities_thumbnail/23-07-19-Durst-HEROS-733_Frechette_0618_RT02__1_.jpg,11-grand-central-east,11 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,11 Grand Central East,733 3rd Avenue,"Up to 100k Contiguous Block Available. Ground Floor Private Entrance Available.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Office,Partial Floor 2,100700.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-21T17:55:45Z,,40.752908,-73.972198,https://cdn.production.durst.org/uploads/properties/8/availabilities_thumbnail/23-07-19-Durst-HEROS-733_Frechette_0618_RT02__1_.jpg,11-grand-central-east,11 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,11 Grand Central East,733 3rd Avenue,"Prime Corner Retail Location with 45' of Frontage Along Third Avenue. Moments from Grand Central. Ideal for Dry Goods or Food Use with Heavy Office, Hotel, and Residential Foot Traffic.. Standing on the southeast corner of Third Avenue and 46th Street, 11 Grand Central East (formerly 733 Third Avenue) received a number of lobby upgrades and underwent a building-wide window replacement program. The property also features 7,107 SF of green roofs and exclusive outdoor terraces for tenants to enjoy. 11 Grand Central East achieved LEED Gold certification under the LEED v4 Existing Buildings: Operations + Maintenance standard and was recertified in 2024, demonstrating The Durst Organization's commitment to sustainability",Retail,Corner Ground Floor Retail,4006.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/11-grand-central-east,2026-07-21T17:55:45Z,,40.752908,-73.972198,https://cdn.production.durst.org/uploads/properties/8/availabilities_thumbnail/23-07-19-Durst-HEROS-733_Frechette_0618_RT02__1_.jpg,11-grand-central-east,11 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"One block from Grand Central Terminal. Renovated lobby includes a new concierge desk and turnstiles. Green roofs and exclusive outdoor terraces.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Entire Floor 25,5719.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"Superb Views of Midtown East. Potential Terrace Opportunity. One block from Grand Central Terminal. Green roofs and exclusive outdoor terraces.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Entire 22,5728.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"Built Space. Office-Intensive Layout. Midtown and East River Views.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Entire Floor 20,7340.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"Built Space. Blended Layout with Perimeter Offices.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial 18,3979.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"Full Floor Presence. Sweeping Midtown Views. Whitebox Pending.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Entire Floor 16,16194.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,raw
The Durst Organization,5 Grand Central East,655 Third Avenue,"Built Corner Unit. Great Light.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial Floor 15,6664.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"One block from Grand Central Terminal. Renovated lobby includes a new concierge desk and turnstiles. Green roofs and exclusive outdoor terraces.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial 14,4767.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"Built Space. Office Intensive Layout. Potential to Combine with Adjacent Suite for 21,977 SF. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial 11,21977.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"Midtown, 42nd Street, and East River Views. Divisions Considered. Potential to Combine with Adjacent Suites for Full Floor.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial Floor 9,13069.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,5 Grand Central East,655 Third Avenue,"One block from Grand Central Terminal. Renovated lobby includes a new concierge desk and turnstiles. Green roofs and exclusive outdoor terraces. LEED Gold certification under LEED v4 Existing Build.. Conveniently located one block from Grand Central Terminal on Midtown East's highly desirable Third Avenue corridor, 5 Grand Central East (formerly 655 Third Avenue) features a renovated lobby, double glazed windows that deflect glare and reduce heat gain, and 4,775 square feet of green roofs. The building recently achieved Gold certification under LEED v4 Existing Buildings: Operations + Maintenance, reflecting the successful implementation of Durst’s portfolio-wide sustainable policies and procedures",Office,Partial Floor 7,13742.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/5-grand-central-east,2026-07-21T17:55:45Z,,40.750253,-73.974423,https://cdn.production.durst.org/uploads/properties/6/availabilities_thumbnail/655_avail_thumbnail.jpg,5-grand-central-east,5 GRAND CENTRAL EAST,,,,Manhattan,commercial,,True,
The Durst Organization,Historic Front Street,15 street level retail st,"Alternate Dry Good Uses Considered. All Glass Storefront. Four Steps Above Grade. Interior Accentuated with Historical. Detailing and Materials. 25' of Frontage. 16' Ceilings.. Historic Front Street is an award-winning restoration of 11 landmarked buildings and the design and construction of three new buildings. Comprising nearly an entire city block on Front Street between Beekman Street and Peck Slip in the South Street Seaport Historic District, the properties include 95 residential rental units and 15 street level retail stores. The restoration and revitalization of Historic Front Street respects the character, scale and history of the area while becoming an important part of a revitalized 24/7 downtown that has seen extraordinary growth over the last decade. Lower Manhattan is now one of New York’s most desirable residential neighborhoods with a vibrant mix of housing, shopping, parks and cultural attractions. The addition of the Fulton Street Transit Center and World Trade Center Transit Hub makes Historic Front Street one of the most accessible areas in the City. Awards AIA National Housing Award, Multifamily Housing, 2008 Honor Award for Housing Design, AIA-NY/Boston Society of Architects, 2006 MASterworks Award for Best Residential Construction, Municipal Art Society, 2006 Lucy G. Moses Preservation Award, New York Landmarks Conservancy, 2006 Cha",Retail,220 Front Street,800.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/historic-front-street,2026-07-21T17:55:45Z,,40.704209,-74.00824,https://cdn.production.durst.org/uploads/properties/20/availabilities_thumbnail/HFS_avail_thumbnail.jpg,historic-front-street,HISTORIC FRONT STREET,,,,Manhattan,commercial,,True,
The Durst Organization,Historic Front Street,15 street level retail st,"Fully Built, Double Storefront Restaurant. Dining, Private Dining, Enclosed Patio, and Two Bar Spaces. Substantially Equipped Commercial Kitchen. 52' of Frontage.. Historic Front Street is an award-winning restoration of 11 landmarked buildings and the design and construction of three new buildings. Comprising nearly an entire city block on Front Street between Beekman Street and Peck Slip in the South Street Seaport Historic District, the properties include 95 residential rental units and 15 street level retail stores. The restoration and revitalization of Historic Front Street respects the character, scale and history of the area while becoming an important part of a revitalized 24/7 downtown that has seen extraordinary growth over the last decade. Lower Manhattan is now one of New York’s most desirable residential neighborhoods with a vibrant mix of housing, shopping, parks and cultural attractions. The addition of the Fulton Street Transit Center and World Trade Center Transit Hub makes Historic Front Street one of the most accessible areas in the City. Awards AIA National Housing Award, Multifamily Housing, 2008 Honor Award for Housing Design, AIA-NY/Boston Society of Architects, 2006 MASterworks Award for Best Residential Construction, Municipal Art Society, 2006 Lucy G. Moses Preservation Award, New York Landmarks Conservancy, 2006 Cha",Retail,227 Front Street,2824.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/historic-front-street,2026-07-21T17:55:45Z,,40.704209,-74.00824,https://cdn.production.durst.org/uploads/properties/20/availabilities_thumbnail/HFS_avail_thumbnail.jpg,historic-front-street,HISTORIC FRONT STREET,,,,Manhattan,commercial,,True,
The Durst Organization,Historic Front Street,15 street level retail st,"Opportunity For a Superb Restaurant Buildout. Fully Equipped and Vented Commercial Kitchen. Currently Planned With Central Bar and Peripheral Dining. 27' of Frontage.. Historic Front Street is an award-winning restoration of 11 landmarked buildings and the design and construction of three new buildings. Comprising nearly an entire city block on Front Street between Beekman Street and Peck Slip in the South Street Seaport Historic District, the properties include 95 residential rental units and 15 street level retail stores. The restoration and revitalization of Historic Front Street respects the character, scale and history of the area while becoming an important part of a revitalized 24/7 downtown that has seen extraordinary growth over the last decade. Lower Manhattan is now one of New York’s most desirable residential neighborhoods with a vibrant mix of housing, shopping, parks and cultural attractions. The addition of the Fulton Street Transit Center and World Trade Center Transit Hub makes Historic Front Street one of the most accessible areas in the City. Awards AIA National Housing Award, Multifamily Housing, 2008 Honor Award for Housing Design, AIA-NY/Boston Society of Architects, 2006 MASterworks Award for Best Residential Construction, Municipal Art Society, 2006 Lucy G. Moses Preservation Award, New York Landmarks Conservancy, 2006 Cha",Retail,229 Front Street,1881.0,Upon Request,Inquiry form,,,,https://www.durst.org/properties/historic-front-street,2026-07-21T17:55:45Z,,40.704209,-74.00824,https://cdn.production.durst.org/uploads/properties/20/availabilities_thumbnail/HFS_avail_thumbnail.jpg,historic-front-street,HISTORIC FRONT STREET,,,,Manhattan,commercial,,True,
Empire State Realty Trust,Empire State Building,350 Fifth Avenue,"Whitebox space; Full floor; available 01-01-2027. At Empire State Building, 350 Fifth Avenue.",Office,Entire,25147.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/empire-state-building-30-floor-ste-3000p/,2026-07-21T02:38:01Z,,40.748441,-73.985656,https://www.esrtreit.com/wp-content/uploads/iStock-611301950-scaled.jpg,empire-state-building-30-floor-ste-3000p,EMPIRE STATE BUILDING,,,,Manhattan,commercial,,True,raw
Empire State Realty Trust,Empire State Building,350 Fifth Avenue,"Whitebox space; Full floor; available Immediate. At Empire State Building, 350 Fifth Avenue.",Office,Entire,20375.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/empire-state-building-41-floor-ste-4100/,2026-07-21T02:38:01Z,,40.748441,-73.985656,https://esrtreit.bynder.com/asset/664be9a4-6ec6-4870-95c9-85a5bf304e86/thumbnail/webimage-ESB-4100,empire-state-building-41-floor-ste-4100,EMPIRE STATE BUILDING,,,,Manhattan,commercial,,True,raw
Empire State Realty Trust,Empire State Building,350 Fifth Avenue,"Prebuilt space; available Immediate. At Empire State Building, 350 Fifth Avenue.",Office,Suite 4300,5621.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/empire-state-building-43-floor-ste-4300/,2026-07-21T02:38:01Z,,40.748441,-73.985656,https://esrtreit.bynder.com/asset/abc8ca20-817a-4944-acb5-e03c185815ad/thumbnail/webimage-ESB-4300,empire-state-building-43-floor-ste-4300,EMPIRE STATE BUILDING,,,,Manhattan,commercial,,True,turnkey
Empire State Realty Trust,One Grand Central Place,60 East 42nd Street,"Whitebox space; Full floor; available Immediate. At One Grand Central Place, 60 East 42nd Street.",Office,Entire,39556.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/one-grand-central-place-05-floor-ste-500/,2026-07-21T02:38:01Z,,40.752114,-73.978769,https://esrtreit.bynder.com/m/7fa0353bfc99b8a2/webimage-ogcp-500p.png,one-grand-central-place-05-floor-ste-500,1 GRAND CENTRAL PLACE,,,,Manhattan,commercial,,True,raw
Empire State Realty Trust,One Grand Central Place,60 East 42nd Street,"Prebuilt space; available 10-01-2026. At One Grand Central Place, 60 East 42nd Street.",Office,Suite 1310,2948.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/one-grand-central-place-13-floor-ste-1310/,2026-07-21T02:38:01Z,,40.752114,-73.978769,https://www.esrtreit.com/wp-content/uploads/shoootin-photo-5_2-scaled.jpg,one-grand-central-place-13-floor-ste-1310,1 GRAND CENTRAL PLACE,,,,Manhattan,commercial,,True,turnkey
Empire State Realty Trust,One Grand Central Place,60 East 42nd Street,"Prebuilt space; available Immediate. At One Grand Central Place, 60 East 42nd Street.",Office,Suite 1320,5772.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/one-grand-central-place-13-floor-ste-1320/,2026-07-21T02:38:01Z,,40.752114,-73.978769,https://esrtreit.bynder.com/m/54ca662323ebdac5/webimage-ogcp-1320.png,one-grand-central-place-13-floor-ste-1320,1 GRAND CENTRAL PLACE,,,,Manhattan,commercial,,True,turnkey
Empire State Realty Trust,130 Mercer,130 Mercer,"Full Floor space; Full floor; available Immediate. At 130 Mercer, 130 Mercer.",Office,Entire,37258.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/130-mercer-street-4-floor-ste-400/,2026-07-21T02:38:01Z,,40.724106,-73.998508,https://esrtreit.bynder.com/m/5de7eba7f9f6cfda/webimage-130M-400.png,130-mercer-street-4-floor-ste-400,130 MERCER,,,,Manhattan,commercial,,True,
Empire State Realty Trust,130 Mercer,130 Mercer,"Full Floor space; Full floor; available Immediate. At 130 Mercer, 130 Mercer.",Office,Entire,37258.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/130-mercer-street-5-floor-ste-500/,2026-07-21T02:38:01Z,,40.724106,-73.998508,https://esrtreit.bynder.com/m/7ec36e3c844acdfb/webimage-130M-500.png,130-mercer-street-5-floor-ste-500,130 MERCER,,,,Manhattan,commercial,,True,
Empire State Realty Trust,111 West 33rd Street,111 West 33rd Street,"Existing Installation space; available 11-01-2026. At 111 West 33rd Street, 111 West 33rd Street.",Office,Suite 1520P,2884.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/111-west-33rd-street-15-floor-ste-1520p/,2026-07-21T02:38:01Z,,40.749814,-73.989081,https://www.esrtreit.com/wp-content/uploads/111-33rd-street-exterior-scaled.jpg,111-west-33rd-street-15-floor-ste-1520p,111 WEST 33 STREET,,,,Manhattan,commercial,,True,
Empire State Realty Trust,111 West 33rd Street,111 West 33rd Street,"Full Floor space; Full floor; available 01-01-2028. At 111 West 33rd Street, 111 West 33rd Street.",Office,Entire,28914.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/111-west-33rd-street-17-floor-ste-1700/,2026-07-21T02:38:01Z,,40.749814,-73.989081,https://www.esrtreit.com/wp-content/uploads/111-33rd-street-exterior-scaled.jpg,111-west-33rd-street-17-floor-ste-1700,111 WEST 33 STREET,,,,Manhattan,commercial,,True,
Empire State Realty Trust,111 West 33rd Street,111 West 33rd Street,"Full Floor space; Full floor; available 01-01-2028. At 111 West 33rd Street, 111 West 33rd Street.",Office,Entire,23360.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/111-west-33rd-street-18-floor-ste-1800/,2026-07-21T02:38:01Z,,40.749814,-73.989081,https://www.esrtreit.com/wp-content/uploads/111-33rd-street-exterior-scaled.jpg,111-west-33rd-street-18-floor-ste-1800,111 WEST 33 STREET,,,,Manhattan,commercial,,True,
Empire State Realty Trust,501 Seventh Avenue,501 Seventh Avenue,"Prebuilt space; available Immediate. At 501 Seventh Avenue, 501 Seventh Avenue.",Office,Suite 200,4475.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/501-seventh-avenue-02-floor-ste-200/,2026-07-21T02:38:01Z,,40.752866,-73.988554,https://www.esrtreit.com/wp-content/uploads/20180821_ESR_501Seventh_030-1-scaled.jpg,501-seventh-avenue-02-floor-ste-200,501 7 AVENUE,,,,Manhattan,commercial,,True,turnkey
Empire State Realty Trust,501 Seventh Avenue,501 Seventh Avenue,"Prebuilt space; available Immediate. At 501 Seventh Avenue, 501 Seventh Avenue.",Office,Suite 210,12352.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/501-seventh-avenue-02-floor-ste-210/,2026-07-21T02:38:01Z,,40.752866,-73.988554,https://esrtreit.bynder.com/asset/f564cf62-4b94-49a8-9c66-937328b14ad3/thumbnail/webimage-501-210,501-seventh-avenue-02-floor-ste-210,501 7 AVENUE,,,,Manhattan,commercial,,True,turnkey
Empire State Realty Trust,501 Seventh Avenue,501 Seventh Avenue,"PIO space; available Immediate. At 501 Seventh Avenue, 501 Seventh Avenue.",Office,Suite 220,4504.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/501-seventh-avenue-02-floor-ste-220/,2026-07-21T02:38:01Z,,40.752866,-73.988554,https://esrtreit.bynder.com/m/a2460bbfa197bbdb/webimage-501-Seventh-Avenue-Amenities-VTS-TN.png,501-seventh-avenue-02-floor-ste-220,501 7 AVENUE,,,,Manhattan,commercial,,True,
Empire State Realty Trust,1400 Broadway,1400 Broadway,"Whitebox space; Full floor; available Immediate. At 1400 Broadway, 1400 Broadway.",Office,Entire,15086.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/1400-broadway-30-floor-ste-3000/,2026-07-21T02:38:01Z,,40.752961,-73.986759,https://esrtreit.bynder.com/m/3775ddd8569707b6/webimage-1400-3000.png,1400-broadway-30-floor-ste-3000,1400 BROADWAY,,,,Manhattan,commercial,,True,raw
Empire State Realty Trust,1400 Broadway,1400 Broadway,"Full Floor space; Full floor; available Immediate. At 1400 Broadway, 1400 Broadway.",Office,Entire,13932.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/1400-broadway-33-floor-ste-3300/,2026-07-21T02:38:01Z,,40.752961,-73.986759,https://esrtreit.bynder.com/asset/bf03d4dd-0e0b-4795-b7ba-c8678e4bb2d3/thumbnail/webimage-1400-3300,1400-broadway-33-floor-ste-3300,1400 BROADWAY,,,,Manhattan,commercial,,True,
Empire State Realty Trust,1359 Broadway,1359 Broadway,"Whitebox space; Full floor; available Immediate. At 1359 Broadway, 1359 Broadway.",Office,Entire,24212.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/1359-broadway-07-floor-ste-700/,2026-07-21T02:38:01Z,,40.751895,-73.988002,https://esrtreit.bynder.com/m/3b7a6eaeff73a641/webimage-1359-700.png,1359-broadway-07-floor-ste-700,1359 BROADWAY,,,,Manhattan,commercial,,True,raw
Empire State Realty Trust,1350 Broadway,1350 Broadway,"Prebuilt space; available 12-01-2026. At 1350 Broadway, 1350 Broadway.",Office,Suite 2400,5503.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/1350-broadway-24-floor-ste-2400/,2026-07-21T02:38:01Z,,40.750946,-73.987325,https://www.esrtreit.com/wp-content/uploads/20180821_ESR_1350Broadway_001-scaled.jpg,1350-broadway-24-floor-ste-2400,1350 BROADWAY,,,,Manhattan,commercial,,True,turnkey
Empire State Realty Trust,1333 Broadway,1333 Broadway,"Prebuilt space; available Immediate. At 1333 Broadway, 1333 Broadway.",Office,Suite 310,20340.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/1333-broadway-03-floor-ste-310/,2026-07-21T02:38:01Z,,40.751186,-73.988203,https://esrtreit.bynder.com/m/7df65e333bea071e/webimage-1333-310.png,1333-broadway-03-floor-ste-310,1333 BROADWAY,,,,Manhattan,commercial,,True,turnkey
Empire State Realty Trust,1333 Broadway,1333 Broadway,"Whitebox space; Full floor; available Immediate. At 1333 Broadway, 1333 Broadway.",Office,Entire,29622.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/1333-broadway-3-floor-ste-300p/,2026-07-21T02:38:01Z,,40.751186,-73.988203,https://esrtreit.bynder.com/m/5e7f71082c8b8b/webimage-1333-300P.png,1333-broadway-3-floor-ste-300p,1333 BROADWAY,,,,Manhattan,commercial,,True,raw
Empire State Realty Trust,Empire State Building,350 Fifth Avenue,"Whitebox space; available Immediate. At Empire State Building, 350 Fifth Avenue.",Office,Suite 112,3417.0,Upon request,Book a tour,,,,https://www.esrtreit.com/spaces/empire-state-building-01-floor-ste-112/,2026-07-21T02:38:01Z,,40.748441,-73.985656,https://esrtreit.bynder.com/m/121ce5051b035d55/webimage-esb-112.png,empire-state-building-01-floor-ste-112,EMPIRE STATE BUILDING,,,,Manhattan,commercial,,True,raw
